id,fav_cnt,rt_cnt,text
704386448452149249,2,1,@katareena @mirkavolakova Je to tady! Rezervujte si místo na Plzeňském Barcampu ;)  Těšíme se na vás!
704386169019211777,4,12,"První vlna registrace je tady Kapacita je omezená, rezervuj si místo! #registrace #barcampcz"
704023309575389184,2,0,"@mirkavolakova @katareena Zdravíme Mirko, Katko, obtíže pokračují, ale myslíme na vás a jakmile spustíme registrace, dáme vám na TW vědět ;)"
703642190069800960,2,0,"@mirkavolakova @katareena Zdravíme, omlouváme se, ale máme drobné komplikace. Ozveme se vám s konkrétnějšími zprávami během zítřka."
703514358542962688,0,0,"@Dupl3xx @eshopkonzultant @barcampjc prosím, nech to, jak to je. Díky za pochopení."
703513332414816257,0,0,"@Dupl3xx @eshopkonzultant @barcampjc Přístup na WiFi není pro návštěvníky k dispozici. Důvodem je, zě bychom jí přetížili..."
703509384995934208,0,2,RT @Daniel_Dubravec: Kdo si na #BCJC nešáhnul do oleje?
703480304636399616,1,0,"@katareena Zdravíme Katko, doporučíme nás dnes sledovat ;)"
695011697950588928,2,0,"@katareena Ještě ne, plánujeme ji cca na konci února. Přesné datum nebylo stanoveno, ale budeme vás informovat na sítích. Díky za přízeň ;)"
693897044256264194,6,2,"Barcamp je pro ""ajťáky""... Vykašli se na předsudky! Témata nemají hranice. Co byste si poslechli vy? #barcampcz"
690468063549001729,1,0,"Hledáme mladé, tvořivé a energické jedince! Čti na  #barcampcz #grafika #copywriter #creative"
690298803627409408,4,5,"Sobota 16. dubna 2016. Kdo bude chybět, prohloupí! Plzeňský Barcamp se blíží! #barcampcz Sledujte nás!"
678640684044300288,4,1,Třetí oficiální setkání @PlzenskyBarcamp ! Chystáme pro vás samé dobré věci! #barcampcz #bagetybudou
673536350650519552,0,2,RT @endis_ka: Jak trávíte advent vy? @PlzenskyBarcamp bude potřetí a ve velkém stylu.#Díky @JiriKolda a @JakubBoucek! Jste skvělí! https://…
669441793633710081,17,13,Termín 3.ročníku Plzeňského Barcampu je tady! Rezervujte si v kalendáři 16. dubna! S kým se potkáme? #barcampcz
634565721343795200,0,2,"RT @JakubBoucek: Působivé, @CDN77com nasadil HTTP/2. #hracka :) Porovnejte s AWS:  vs  http:…"
609627380408274944,0,2,"RT @honza_svec: @JiriKolda @endis_ka Když Plzeňákům nestačí jejich Barcamp, vyrazí na #bcjc ☺"
596301383755792384,6,3,Prodloužený víkend teď přijde vhod: máme pro vás všechna videa z přednášek Plzeňského Barcampu #BarcampCZ
589786591389941760,2,0,"Kdy koho na akci oslovit a jak, o čem se bavit a o čem ne, vám poradí @JanaBforBPlzen  #barcampcz"
588775580948135938,0,1,Jak fungují dnešní moderní domácí sítě a jak může opravdu chytrá síť reálně vypadat? Více @mrtnzlml na  #barcampcz
588083620985835521,0,0,Mobilní zařízení a nositelná elektronika - nevyhnutelné v moderní době? Sledujte záznam přednášky na  #barcampcz
587893979787714560,3,2,První video z přednášek je tady! @eshopkonzultant a jeho přednáška o opakujích se chybách českých e-shopů #barcampcz
584762168454819840,0,1,RT @ShoperoCZ: I kluci od počítačů občas vyrazí do společnosti. Jak jste si užili @PlzenskyBarcamp ?
584762128583757825,0,3,RT @SportCentralCZ: Minulý týden jsme byli na @PlzenskyBarcamp :-) A líbilo se nám to:  #barcampcz #fotky http://t.co…
583361985070424064,1,1,Chcete fotky z fotoboxu? Tady jsou!  Děkujeme @popfoto a @benesmichl za realizaci! Bylo to famózní :) #barcampcz
582961461070340099,1,2,Další várka fotek z @PlzenskyBarcamp -  Ještě jednou velké díky všem návštěvníkům i pomocníkům! #barcampcz
582953659954294784,2,0,Děkujeme Domu Digitálních Dovedností za ukázku s drony a záznam na videu! -&gt;  Bylo to skvělé! #dekujeme #barcampcz
582952973099245568,1,0,"Děkujeme všem, že jste přišli! Atmosféra druhého ročníku byla úžasná! Díky vám všem! #dekujeme #zarokzase #barcampcz"
582952591274958849,0,1,RT @endis_ka: aaaa =) všichni zamáváme =) Drony na @PlzenskyBarcamp #díky #DumDigitalnichDovednostiJede Těšte se na videa =) …
582952567115812865,1,0,"@L3sTR Ahoj Lukáši, první album je na našem Facebooku:"
582952020635738113,0,6,RT @endis_ka: Milujeme @PlzenskyBarcamp A co Vy? #barcampcz #zarokzase #tesimesenadalsifotky DĚKUJEME Lynda Phan
582951961244356608,0,1,"RT @danielgamrot: Dalších 18 tipů, která přišly po #baghack přednášce na @PlzenskyBarcamp od účastníků, najdete na  #…"
582951898786971648,0,1,RT @benesmichl: Na @PlzenskyBarcamp jsme rozdali 300 růžových placek. Máte ji? Vyfoťte se a nahoďte hashtag #benesmichl :) …
582951742813429760,0,0,"@dakarabas @kamilgregor @eshopkonzultant @bechyne Dane, děkujeme moc za pochvalu. Doufáme, že se za rok zase uvidíme ;)"
582951629235847168,0,3,RT @dakarabas: moje malé ublognutí o Barcampu  #barcampcz @PlzenskyBarcamp @kamilgregor @eshopkonzultant @bechyne
582396383195475969,0,4,RT @VencaV: Mé slajdy z včerejčího @PlzenskyBarcamp kdo by se chtěl podívat .-) #BarcampCZ #plzenskybarcamp
582146808555696128,0,1,RT @crawlerdev: @PlzenskyBarcamp Diky za #barcamp #plzeň a znova za rok
581893102941634560,0,2,RT @endis_ka: Afterparty??? @PlzenskyBarcamp
581893098323709952,3,0,Afterparty začíná!!! Máme pro vás spoustu dobrot ;) #afterparty #barcampcz
581841625304944640,0,0,@barbtite slouží k odlišení dle profesí.
581841537874657280,0,0,@barbtite Cedulky byly k dostání u registrace :)
581833916610404353,4,0,"Organizátor Jirka a jeho přednáška ""Ptejte se! a nejen proč?""! Všichni do Pivovaru! :) #barcampcz #koldaPrednasi"
581829198395940864,0,5,"RT @EduardStula: Najděte kluky z @benesmichl! Kdo bude mít připnutou placku od nich, může získat stylová trička. #barcampcz #pinkrules http…"
581824843043213312,27,2,Musíme si pomáhat! :D @DavidGrudl dorazil!! #barcampcz #teduzjevsechnovporadku :)
581800811858124800,5,0,Drony letiiii! #BarcampCZ
581799250977288192,0,1,RT @PetrDousa: Pošlete vaše #barcampcz fotky na fotky@plzenskybarcamp.cz a objevi se tady:
581798512934973440,0,1,"RT @EduardStula: Každý chce placku @benesmichl na @PlzenskyBarcamp , johooo :) jdeme si zasoutěžit o růžová trička?! #BarcampCZ"
581797517362352128,3,1,Drony jsou tady! Připravte se na terase bude show! ;) #barcampCZ #drones
581788845978583040,0,1,"RT @jan_valdman: Plzensky Barcamp je zatim mnohem lepsi, nez jsem ocekaval, a to jsem pomyslnou latku nastavil hodne vysoko :-) @PlzenskyBa…"
581770512273170432,0,4,RT @EduardStula: Vtipné placky na @PlzenskyBarcamp od @benesmichl :) hledej tým v růžovém! #barcampcz
581764961921269760,0,4,"RT @PetrLandsman: Fotobox pripraven, zabava zarucena! #barcampcz @PlzenskyBarcamp"
581764858359713793,4,1,Už jste vyzkoušeli fotobox? #barcampcz #panari #organizatori #majiradost
581752483174866944,0,0,"@PavelUngr_Eng @fremycz nebo si možná už natolik VIP, že na papíře ani nemusíš být ;)"
581751530052816896,0,3,RT @Inza: Gadgety na stánečcích @JuicymoCZ a @bastlirna se na vás těší;) doražte na #ArduinoD15 na @PlzenskyBarcamp #barcampcz http://t.co/…
581749374323171328,0,4,RT @danielgamrot: Tipy z @PlzenskyBarcamp (nejen) na aplikace pro provoz kanceláře v brašně najdete na  #barcampcz
581749288784519168,0,2,RT @JuicymoCZ: Náš stáneček na Arduino Day na @PlzenskyBarcamp už uvítal své první návštěvníky přijďte se taky podívat ;) #barcampcz http:/…
581749144882122753,0,1,"RT @danielgamrot: Co je ve vaší kanceláři v brašně? Pište s hashtagy #baghack #barcampcz, já pak sepíšu a zveřejním ty nejzajímavější tipy.…"
581749110245580800,2,0,@danielgamrot přednáší na @PlzenskyBarcamp na téma Kancrlář v brašně. Líbí? #barcampcz #tips #tricks #
581571703018430464,0,0,"@frenk001 Ahoj Honzo, náhradník může dorazit přímo a zapsat se na místě ;)"
581570572183683072,0,0,"@danielgamrot Ahoj Dane, oficiální warm-up se nekoná, o neoficiálním bohužel nemáme info, pokud se uskutečnil :( Doženeme to zítra ;)"
581382015896985602,6,3,Všechny hlavní přednáškové místnosti budou nahrávány. Záznamy budou zveřejněny na našem YouTube  ;) #barcampcz
581381398684123136,0,0,"@eshopkonzultant @danielgamrot Honzo, já myslím, že na přednášce určitě nebudeš sám ;)"
581381149601173504,0,0,"@blahout Vašku, parkovacích míst je dost. Přímo u areálu je jich omezené množství, ale lze parkovat i v nejbližším okolí areálu."
581377380402511872,0,0,"@fremycz Kubo, pěšky od tramvaje č.4 je alternativou ;) Dobrá zpráva je, že na cestu zpět máme dva svozové autobusy a místa bude dost ;)"
581374611868241920,2,1,Kudy kam na @PlzenskyBarcamp? Abyste se nám po cestě neztratili ;)  #barcampcz #užzítra
581035834461274112,1,0,"Je něco, co vás zajímá? Ptejte se! Chystáme informační newsletter, ale akce se blíží a chceme vám dát odpovědi co nejdříve! ;) #barcampcz"
581034163203080192,2,0,"Začínáme v 8:30 registracemi. Na registraci si můžete koupit oběd, výběr z 5 pokrmů a na své si přijdou i vegani ;) #barcampcz #užjen3dny"
580839849575464961,0,0,"@blahout Vašku, organizátoři @JiriKolda, @endis_ka, @JakubBoucek i @PetrLandsman nebudou chybět :) Těšíme se! Co tě láká nejvíc?"
580659405907193856,0,0,"@katareena @Brumbalova To nás moc mrzí, snad to příště vyjde o něco lépe ;)"
580654188293722113,0,0,"@Brumbalova @katareena Ale tak pro jednou, přimhouřit očičko... maličko :)"
580647683817365504,1,0,"@Virus_3000 Přednášky budeme nahrávat, bude možné se podívat na záznam ;) I pro nás bude výběr mnohdy velmi těžký :)"
580647489218449408,1,0,"@eshopkonzultant Ahoj Honzo, program už je venku, můžeš mrknout zde:"
580647281273229313,1,0,"@orangesunny_cz Ahoj Vašku, ověřím u organizátorů, kteří prostor dojednali."
580647121982005248,1,0,"@mrtnzlml Původně byly v plánu jiné prostory, bohužel vyjednávání nedopadlo dobře. Našli jsme nové prostory a věříme, že vše dobře dopadne."
580647043506565120,0,0,"@bitemcz Původně byly v plánu jiné prostory, bohužel vyjednávání nedopadlo dobře. Našli jsme nové prostory a věříme, že vše dobře dopadne."
580646956898394112,1,0,"@FukToMas Ano, přednášky budou nahrávány a záznamy budou zveřejněny na YouTube do měsíce po akci nejdéle ;)"
580646831224434688,0,0,"@katareena Původně byly v plánu jiné prostory, bohužel vyjednávání nedopadlo dobře. Našli jsme nové prostory a věříme, že vše dobře dopadne."
580645844749312000,0,0,"@Virus_3000 @katareena Zdravíme, zveřejnili jsme program dne:  Připravujeme také newsletter se souhrnem informací."
580645596949803008,6,7,"Program Plzeňského Barcampu je venku!  Podívejte se, jak bude ceý den probíhat. #barcampcz #užjen4dny"
580370388821123072,3,0,Afterparty proběhne v baru Krize (Jungmannova 5)! Startujeme v 19:45! Navíc máme odvoz autobusem v 19:30 přímo z barcampu! #barcampcz
580129778755346433,0,0,"@eshopkonzultant @PavelUngr @Jan_Kvasnicka Taky bychom si přáli aby to bylo rychlejší a snazší :( Jsme rádi, že se to nakonec povedlo ;)"
580120264450699267,1,0,"@BoBMarvan Ahoj, máme skvělé zprávy! Afterparty se koná v Krize baru (Jungmannova 5) v centru města. :) Těšíme se!"
580119915224498176,0,0,"@PavelUngr @eshopkonzultant @Jan_Kvasnicka Ahoj Pavle, Honzo a Honzo :) Máme skvělé zprávy! Afterparty se koná v Krize baru (Jungmannova 5)"
579658883779678208,1,0,"@BoBMarvan Ahoj, bohužel se objevily nějaké komplikace ve vyjednávání, proto zatím nemůže 100% určit místo. Vše se snažíme asap dořešit."
579658510717345792,0,0,"@crawlerdev Radku, pokračování bude v hospodě ;) Jakmile dostanu bližší info, pošlu ;) Zatím tě nechám tedy odhlásit ;)"
579630778839072768,0,0,Zveme vás na warm-up session pro @PlzenskyBarcamp! Registrace:  #barcampcz #warmup Více info:
579568740985102336,8,3,Program Plzeňského Barcampu již brzy zveřejníme. Celkem se probojovalo 20 přednášek. Těšíte se? #užjen6dní #barcampcz #budetojízda
579329165800939521,0,0,Děkujeme Sedmero paprsků za finanční podporu! Sedmero paprsků nabízí vynikající čokoládu z Kolumbie!  #barcampcz
578900627608231936,1,0,@PavelUngr @eshopkonzultant @Jan_Kvasnicka Pokusíme se dát vědět do konce víkendu. Omlouváme se za komplikace.
578900550231724032,0,0,"@PavelUngr @eshopkonzultant @Jan_Kvasnicka Pavle, Honzo, pozor, afterparty není potvrzená. Bohužel jsou nějaké komplikace ve vyjednávání."
578613053547245569,0,7,"Hledáme ochotné dobrovolníky, kteří by nám mohli zapůjčit kameru se směrovým mikrofonem. Najde se někdo? :) #barcampcz #musimesipomahat"
578553478831820800,0,3,"RT @lifehackerscz: @PlzenskyBarcamp koncem brezna je tak super,ze uz je plno.#lifehackers ale nesmi chybet.Pojdte si s nami pro vstup http:…"
577162237351206912,0,0,Děkujeme @ShoperoCZ za finanční podporu! Můžete se těšit na super doplňkový program (více prozradíme brzy) #barcampcz
577151806192685056,1,0,"@orangesunny_cz Jasné, pokusíme se vše zařídit a dáme co nejdříve vědět, jak to dopadlo ;)"
575935773129719808,0,0,"@orangesunny_cz Oběd si budete moc Vašku koupit, ale myslím, že bude jen vegetariánská verze, ověřím u organizátorky."
575742996177625088,0,4,RT @endis_ka: Workshopy na @PlzenskyBarcamp jsou značně zajímavé! Chceš i Ty worshopovat? Neváhej a napiš mi =)
575742940439515136,1,0,"@orangesunny_cz Ahoj Vašku, ano, připravíme i menší množství baget pro vyznavače vegan stravy ;)"
575742642962702337,0,2,RT @hardwariumcz: 28. března 2015 proběhne Arduino Day v rámci nějž můžete navštívit několik workshopu na @plzenskybarcamp. …
575569790191976450,7,0,Děkujeme @keriotech. Díky finanční podpoře zajistíme občerstvení po celý den. Kdo se těší na bagety? :) #barcampcz
575189403477409792,0,4,"RT @Pavlina_speaks: Chtel bych zit zivot, co vedu na socialnich sitich, je univerzalni povzdech kazdeho social media guru, ktereho jsem v p…"
575029232256053249,1,0,"@posvick Kamile, to je dobrý nápad! Probereme uvnitř týmu a zjistíme, jaké jsou možnosti ;) Dáme brzy vědět ;)"
575028642671161344,3,3,Jak vypadal @PlzenskyBarcamp 2014? Jak by měl podle vás vypadat letos? Sdílejte svá přání a tipy! #barcampcz
574522994380443649,2,1,"Díky finanční podpoře @SocialbakersCZ se těšte na skvělou afterparty, na kterou vás odvezeme přímo z Vědeckotechnického parku! #barcampcz"
574520433011220480,2,6,"Hlasujte, zbývá jen 6 dní! @JakubBoucek zobrazil průběžné výsledky hlasování pro přednášky přímo na webu. #barcampcz"
573221867504476161,0,0,"@honza_svec Ahoj Honzo, hlasování běží do 13.března ;)"
573173983216070657,5,10,"Spustili jsme hlasování pro přednášky! Hlasujte a pečlivě vybírejte, program je ve vašich rukou!  #barcampcz"
573173335359664131,0,0,"@mrtnzlml Ahoj Martine, hlasování jsme spustili dnes. Končí 13. března."
572328816372277248,0,0,@VojtaRocek @skopmichal @fremycz ....Tedy speakeři vznikají z návštěvníků a ne jinak. Nejprve je tedy nutné se přihlásit.
572328675770814464,1,1,"@VojtaRocek @skopmichal @fremycz Ahoj Vojto, naše teorie Barcampu je, že každý účastník může mluvit. To je smyslem Barcampu..."
572104533574344704,1,7,Druhá vlna registrace na @PlzenskyBarcamp je tady! Máme 150 míst!  #barcampcz #registrace #kdodrivprijdejdenabarcamp
572101842085257216,0,0,"@FukToMas Dali jsme si trochu na čas, chtěli jsme vás napínat :)"
572101732551012354,0,0,"@skopmichal Michale, můžeš na věc ;) Registrace je spuštěna ;)"
571332669235200000,0,1,"RT @ShoperoCZ: Podporujeme @PlzenskyBarcamp! Vyrážíte letos poslouchat, nebo přednášet? -&gt;"
571277680278179840,1,1,Máme skvělé partnery. @SportCentralCZ se zapojí do Plzeňského Barcampu a poskytne pomocníky. #děkujeme #barcampcz
571054971111776257,0,0,"@fremycz @zlesam Dopravu bychom, v případě afterpárty zde, rádi vyřešili nabídkou autobusu. Zatím neni nic jisté, sleduj nás ;)"
571054646090964992,0,0,"@fremycz @zlesam Kubo, zatím jsme opravdu ve fázi vyjednávání všeho. Podnik nám připadá stylový, je nově zrekonstruovaný, ve stylu 50. let."
571053045678792704,1,0,"@zlesam @vildafranek Jedná se o Crazy bar :) Usilujeme o něj a vyjednáváme. Chtěli jsme vědět, jestli by se líbil :)"
571052777742467072,0,0,"@fremycz Jedná se o Crazy bar :) Usilujeme o něj a vyjednáváme podmínky, chtěli jsme vědět, jestli by se líbil :)"
571045970923917312,0,0,"@fremycz Opraveno, díky za upozornění :) ;)"
571042855512354817,2,0,Co byste řekli na pořádně stylové místo na after párty Plzeňského Barcampu? #barcampcz #afterparty #budetojízda
570986235856068608,5,0,I letos se můžete těšit na pekelně dobré čaje z Čajovny u Pekla! Při pěkném počasí i na vodní dýmku! #díky #barcampcz
570898585996402688,2,1,Druhé kolo registrace klepe na dveře! Buďte připraveni v neděli v podvečer! Hlasování pro přednášky spustíme 2. března. #barcampcz
570859625563725824,0,0,Regionální Hospodářská komora Plzeňského kraje poskytne prostory a zázemí na workshopy. Velké #díky!  #barcampcz
570697580843307008,0,3,"O praktické workshopy je zájem! Zajímají i vás? Napište tip, jaký druh workshopu by vás bavil na @PlzenskyBarcamp ! #barcampcz #workshop"
570681382751633408,0,0,@tzima_ @Balooing Však jsme to také ve zlém nevzali ;) Jen jsme chtěli našeho šikovného parťáka pochválit :) Potkáme se na @PlzenskyBarcamp?
570325561727438848,0,0,"@PetrDuchek Petře, obáváme se, že bude poslední... Poté snad už jen VIP link ""za zásluhy""..."
570313643159621634,0,2,Plzeňský Barcamp se rýsuje! Chcete být u toho? Druhá vlna registrace se blíží! Sledujte nás v neděli v podvečer! #barcampcz #registrace
570310445799759873,0,0,@HonzaID Bezva! Těšíme se!
570310181738950657,1,0,"@tzima_ :)) Tomáši, sami jsme byli občas překvapení. Slovníček ale vznikl po pečlivé přípravě a perfektním zpracování od @Balooing"
570309673234112512,0,0,"@PavelUngr Pavle, držíme pěsti. Hlasování pro přednášky spustíme 2. března ;)"
570309020973727744,0,0,"@okenagod @hloza Martine, druhá vlna registrace se blíží! Doporučujeme sledovat nás v neděli. Ale pozor na omezenou kapacitu :) Těšíme se!"
570307296871485441,1,0,"@slecnaJohana Johanko, druhá vlna registrace proběhne v neděli. Sleduj nás ;)"
570307044118536192,0,0,"@slecnaJohana Ahoj Johanko, ano, jedná se o VIP místa, která je možné získat jedině za zásluhy ;)"
570304734856388609,0,0,"@jansmitka Honzo, souhlasíme, vyčerpání 250 míst trvalo zhruba 5,5 hodiny. :) Jsme zvědaví na druhou vlnu :)"
570303960411742208,0,0,"@HonzaID Honzo, můžeme prozradit, že druhá vlna registrací se blíží! Doporučujeme sledovat nás během neděle ;)"
570303466398199808,1,0,"@skopmichal @jantvrdon @Matesmac @registrace Zdravíme, druhá vlna registrace není daleko. Můžeme prozradit, že proběhne tuto neděli. ;)"
568672670109315073,0,0,"@HonzaID @bechyne Honzo, proběhne ještě jedna vlna registrací. Sleduj nás ;)"
568671919853182976,0,0,"@jansmitka Honzo, souhlasíme. Loni to bylo plus mínus 24 hodin, letos jsme na zhruba na 5 hodinách :)"
568671580492042240,1,0,"@skopmichal @jantvrdon @Matesmac @registrace Není čeho se obávat, toto byla první vlna registrace, proběhne další ;) Sleduj nás na sítích ;)"
568505705273163776,0,0,"@eshopkonzultant @bechyne Honzo, jedná se o první vlnu registrace ;) Ale 500 jich nebude :)"
568474792023740416,0,0,"@bechyne @eshopkonzultant Uvidíme, vše pečlivě sledujeme. Většina z nás tipovala zítřek. Museli jsme změnit názor :)"
568453479729106944,0,0,"@KarelUhlik Registrace otevřena, držíme pěsti ;)"
568452761123209216,2,3,Registrace na @PlzenskyBarcamp je otevřena! Máme 250 míst. Bude jedno vaše?  #barcampcz #registrace #kdozavaha...
568436342973202432,0,1,"RT @eshopkonzultant: tak je to tady!  &gt; kdo se neregistruje a nestihne to, je prdlavka! @PlzenskyBarcamp #barcampcz …"
568436323142516736,0,1,RT @hloza: Že by @PlzenskyBarcamp právě pustil registraci?
568330644666912768,1,3,"Podělte se o váš názor! Vyplňte, prosím, krátký dotazník a pomozte nám udělat Plzeňský Barcamp lepším!  #barcampcz"
567272229315297281,0,0,"@KarelUhlik určitě se ozveme, směřujeme na druhou polovinu týdne ;)"
566593320970104832,0,2,RT @PavelLasak: Začnete podnikat s tim co umite nejlépe #barcampcz souhlasím
566558459995627520,0,0,@davidlorincz očekáváme Tě při reparátu na Plzeňském barcampu :))))
566529170264838145,4,3,"Registrace na @PlzenskyBarcamp proběhne brzy. Sledujte nás na sítích. Zatím prozradíme, že to bude v průběhu příštího týdne! #barcampcz"
566528007935123456,0,0,"@PavelUngr Pavle, registrace je za rohem ;) Sleduj nás, bude brzy ;)"
566527394811760640,11,11,Druhý ročník Plzeňského Barcampu je tady! Zapište si do diářů termín - sobota 28. března 2015! #barcampcz
536104094289899520,1,0,"@PavelUngr @JiriKolda @PavelLasak Omlouváme se, ale v tuto chvíli nedokážeme potvrdit určitý termín. Ještě vydržte, prosím."
536102651709358080,1,0,@PavelUngr @JiriKolda Plzeňský Barcamp plánujeme na duben 2015 :)
504232581144268800,0,15,"RT @shopcampcz: Právě jsme otevřeli registraci pro prvních 200 lidí! Tak neváhejte a zapište se, ať Vám zbyde místo! :) …"
